,left_ax
28529,-0.13977458
28530,-0.23209384
28531,-0.3452148
28532,-0.25755614
28533,-0.17413196
28534,-0.13390096
28535,-0.122901805
28536,-0.16473442
28537,-0.17929624
28538,-0.21283694
28539,-0.2318107
28540,-0.2139834
28541,-0.16385287
28542,-0.10091279
28543,-0.112865664
28544,-0.094981015
28545,-0.06253437
28546,-0.06731356
28547,-0.055364165
28548,-0.059904475
28549,-0.026207589
28550,0.0043621724
28551,0.01050536
28552,0.02684
28553,0.053404037
28554,0.07077525
28555,0.05604618
28556,0.012709071
28557,-0.039171685
28558,-0.07257722
28559,-0.117675595
28560,-0.120083705
28561,-0.14807853
28562,-0.18228465
28563,-0.14299774
28564,-0.15990214
28565,-0.18666948
28566,-0.12551619
28567,-0.020319818
28568,0.038108
28569,-0.044680566
28570,0.002806631
28571,0.07187349
28572,-0.08757133
28573,-0.3011903
28574,-0.34043816
28575,-0.3142772
28576,-0.53023523
28577,-0.7840035
28578,-0.7936671999999999
28579,-0.6814576
28580,-0.7859988
28581,-1.0230627
28582,-0.9888018
28583,-0.90863913
28584,-0.88151884
28585,-0.9130384
28586,-0.92348367
28587,-0.95648324
28588,-0.94263554
28589,-0.844975
28590,-0.6933728
28591,-0.5741603
28592,-0.63654554
28593,-0.1404793999999999
28594,0.014781512
28595,0.07137364
28596,0.15269578
28597,0.27069166
28598,0.35117847
28599,0.36242744
28600,0.3046883
28601,0.21271488
28602,0.12876755
28603,0.0866216
28604,0.050796617
28605,-0.035363078
28606,-0.16301642
28607,-0.30659166
28608,-0.44249213
28609,-0.56090736
28610,-0.65428185
28611,-0.7299403
28612,-0.79645115
28613,-0.8540584999999999
28614,-0.9012427
28615,-0.94269335
28616,-0.9742084
28617,-0.9933278
28618,-1.010543
28619,-1.0262132
28620,-1.033096
28621,-1.033096
28622,-1.0263091
28623,-1.0213792
28624,-1.0151507
28625,-1.0042822
28626,-0.988376
28627,-0.967047
28628,-0.9437212
28629,-0.9212063
28630,-0.8994749
28631,-0.8772905000000001
28632,-0.8531388000000001
28633,-0.8289896000000001
28634,-0.80668485
28635,-0.7825175
28636,-0.7582559
28637,-0.73752785
28638,-0.71539396
28639,-0.6980321
28640,-0.6828175
28641,-0.6681318
28642,-0.6514707
28643,-0.63049155
28644,-0.6147946
28645,-0.59670293
28646,-0.57716346
28647,-0.55755365
28648,-0.5391499
28649,-0.522648
28650,-0.5121836
28651,-0.5007693
28652,-0.48678228
28653,-0.46597633
28654,-0.43438494
28655,-0.39253184
28656,-0.3404812
28657,-0.28921324
28658,-0.2376815
28659,-0.18982978
28660,-0.15320547
28661,-0.1250315
28662,-0.10284776
28663,-0.09831417
28664,-0.10632404
28665,-0.12398414
28666,-0.15714455
28667,-0.19658723
28668,-0.24191788
28669,-0.29512674
28670,-0.3495581
28671,-0.39976597
28672,-0.4532965
28673,-0.50489014
28674,-0.5548965
28675,-0.5976925999999999
28676,-0.6338057
28677,-0.66760975
28678,-0.69819796
28679,-0.72153926
28680,-0.73937476
28681,-0.7550725
28682,-0.7705573
28683,-0.7854273
28684,-0.79991674
28685,-0.8110364999999999
28686,-0.81571466
28687,-0.81493
28688,-0.8102606
28689,-0.8014059
28690,-0.7834113
28691,-0.7624932
28692,-0.73962593
28693,-0.7167247
28694,-0.69633603
28695,-0.6818469
28696,-0.6714526
28697,-0.66425824
28698,-0.6600449
28699,-0.6586406
28700,-0.6596962
28701,-0.65810275
28702,-0.65585214
28703,-0.6606320999999999
28704,-0.670791
28705,-0.6813477
28706,-0.6885180999999999
28707,-0.7026895000000001
28708,-0.72021794
28709,-0.7362927
28710,-0.749538
28711,-0.76294285
28712,-0.7709100999999999
28713,-0.77632844
28714,-0.7808797
28715,-0.7828915
28716,-0.779455
28717,-0.76869917
28718,-0.7565096
28719,-0.7422784
28720,-0.7258848000000001
28721,-0.7067926
28722,-0.683688
28723,-0.6641686
28724,-0.6427959
28725,-0.62329495
28726,-0.6053789
28727,-0.5868555
28728,-0.5701242
28729,-0.5506026999999999
28730,-0.53586376
28731,-0.5232359000000001
28732,-0.510567
28733,-0.5014047
28734,-0.4906889
28735,-0.48292097
28736,-0.4746844
28737,-0.46655768
28738,-0.46171767
28739,-0.4561407
28740,-0.4556426
28741,-0.46251494
28742,-0.47342986
28743,-0.4857685000000001
28744,-0.5036949000000001
28745,-0.5246508000000001
28746,-0.5587605999999999
28747,-0.5961883000000001
28748,-0.61824095
28749,-0.6050793999999999
28750,-0.57851595
28751,-0.5797235
28752,-0.581696
28753,-0.56796044
28754,-0.53656805
28755,-0.5056229999999999
28756,-0.51005036
28757,-0.5325101
28758,-0.5568733
28759,-0.5711109000000001
28760,-0.56955075
28761,-0.5578786
28762,-0.5423846
28763,-0.5243140000000001
28764,-0.5001134
28765,-0.4642155
28766,-0.4114561
28767,-0.3438401
28768,-0.27729338
28769,-0.21006821
28770,-0.14375903
28771,-0.07866021
28772,-0.0127129839999999
28773,0.051684674
28774,0.105786204
28775,0.14389838
28776,0.16796736
28777,0.17893465
28778,0.1676653
28779,0.13952442
28780,0.106037974
28781,0.06769897
28782,0.024202647
28783,-0.022832455
28784,-0.061068565
28785,-0.111796156
28786,-0.14652595
28787,-0.16722172
28788,-0.18544392
28789,-0.21341652
28790,-0.20818487
28791,-0.19919059
28792,-0.18362916
28793,-0.14657664
28794,-0.08654231
28795,-0.032208
28796,0.039836884
28797,0.12899818
28798,0.21397665
28799,0.2959579
28800,0.38718137
28801,0.4958524
28802,0.58640826
28803,0.66232926
28804,0.7356419
28805,0.8062395
28806,0.86165303
28807,0.8821771999999999
28808,0.87946165
28809,0.86062384
28810,0.8193299999999999
28811,0.7489109
28812,0.64741397
28813,0.54315925
28814,0.6128994000000001
28815,0.63366884
28816,0.6135869
28817,0.6296102
28818,0.67749983
28819,-0.70157117
28820,0.4715016
28821,0.9362844
28822,-0.0075859707
28823,-0.8737094999999999
28824,-0.2848112
28825,-0.6494169
28826,-0.7330549
28827,-0.62598395
28828,-0.39020365
28829,0.08286825
28830,-0.9232164
28831,-0.53739166
28832,-0.7219843
28833,-1.46666
28834,-1.5286059
28835,1.4577686
28836,0.22462615
28837,-0.43737853
28838,-0.83277744
28839,-1.1226736000000002
28840,-1.2047151000000005
28841,-0.44031465
28842,0.41214785
28843,0.98358136
28844,1.2618071000000002
28845,1.2304064
28846,0.83550626
28847,0.17350967
28848,-0.2122359
28849,-0.37724867
28850,-0.38595727
28851,-0.2956892
28852,-0.10007192
28853,0.10770665
28854,0.25396696
28855,0.2957127
28856,0.250195
28857,0.20107251
28858,0.16283046
28859,0.12459159
28860,0.11772743
28861,0.14103532
28862,0.16388498
28863,0.092985235
28864,0.0009164915
28865,-0.05208964
28866,-0.08694425
28867,-0.12130044
28868,-0.1464
28869,-0.15556334
28870,-0.17830881
28871,-0.183529
28872,-0.17933506
28873,-0.1837905
28874,-0.11368738
28875,-0.07250624
28876,-0.06704529
28877,-0.07673592
28878,-0.08127724
28879,-0.07530192
28880,-0.123315
28881,-0.15628238
28882,-0.1622249
28883,-0.14963762
28884,-0.14032494
28885,-0.14391059
28886,-0.1346283999999999
28887,-0.15369695
28888,-0.20054887
28889,-0.24720496
28890,-0.22649267
28891,-0.22129342
28892,-0.2238427
28893,-0.23387893
28894,-0.23500042
28895,-0.20242253
28896,-0.17505063
28897,-0.19489478
28898,-0.22827691
28899,-0.30063716
28900,-0.4198832
28901,-0.5397599000000001
28902,-0.46449676
28903,-0.013503738
28904,0.29382613
28905,0.23926601
28906,-0.114354834
28907,-0.33448616
28908,-0.42388433
28909,-0.22972693
28910,-0.11274464
28911,-0.16918449
28912,-0.23632595
28913,-0.11073726
28914,-0.0684049
28915,-0.061874926
28916,-0.06267028
28917,-0.0716305
28918,-0.12001781
28919,-0.11921294
28920,-0.107782364
28921,-0.09730245
28922,-0.12458975
28923,-0.17463146
28924,-0.09090567
28925,-0.0825369659999999
28926,-0.03068069
28927,0.03155967
28928,0.062337633
28929,0.03728288
28930,0.011527114
28931,-0.05940122
28932,-0.012959018
28933,0.0640656999999999
28934,0.097258724
28935,0.07693245
28936,0.08981199
28937,0.015111361
28938,-0.06503363
28939,-0.14513238
28940,-0.22363861
28941,-0.267912
28942,-0.24497084
28943,-0.2334407
28944,-0.23100515
28945,-0.20572665
28946,-0.13266481
28947,-0.060629144
28948,-0.0489506459999999
28949,-0.078657635
28950,-0.029290974
28951,0.012661467
28952,-0.17718728
28953,-0.44524252
28954,-0.29455075
28955,-0.3688105
28956,-0.6169768
28957,-0.80806136
28958,-0.7038095
28959,-0.6301563
28960,-0.91000456
28961,-0.9787366
28962,-0.86453134
28963,-0.7944071999999999
28964,-0.841498
28965,-0.8990484000000001
28966,-0.87127596
28967,-0.8369962
28968,-0.8168623
28969,-0.7596396
28970,-0.4891755
28971,-0.49799386
28972,-0.5428203
28973,-0.1748362
28974,0.36000288
28975,0.091714896
28976,0.14001314
28977,0.26079154
28978,0.3654265999999999
28979,0.40049416
28980,0.34776166
28981,0.23707816
28982,0.1323704
28983,0.05611227
28984,-0.009420414
28985,-0.086257055
28986,-0.1938138
28987,-0.3399127
28988,-0.47521943
28989,-0.58871436
28990,-0.6798698000000001
28991,-0.7497379
28992,-0.8000183000000001
28993,-0.83503455
28994,-0.8669252000000001
28995,-0.88968366
28996,-0.90744334
28997,-0.92266744
28998,-0.93075234
28999,-0.941618
29000,-0.9502314
29001,-0.95520735
29002,-0.9574208
29003,-0.95692843
29004,-0.94767123
29005,-0.93917793
29006,-0.92894566
29007,-0.9193475
29008,-0.9110208
29009,-0.9032926
29010,-0.89846337
29011,-0.9029201
29012,-0.8976886999999999
29013,-0.8840584999999999
29014,-0.8672569
29015,-0.85194933
29016,-0.8362507
29017,-0.8218818000000001
29018,-0.8053315999999999
29019,-0.7852899
29020,-0.76189345
29021,-0.73653686
29022,-0.7135355
29023,-0.6875274
29024,-0.66365993
29025,-0.64273506
29026,-0.62321544
29027,-0.607923
29028,-0.5959338000000001
29029,-0.5794709
29030,-0.5552675
29031,-0.52198666
29032,-0.4800024000000001
29033,-0.43008894
29034,-0.37676525
29035,-0.32258257
29036,-0.2725208
29037,-0.23158081
29038,-0.203008
29039,-0.18866722
29040,-0.19284949
29041,-0.20920336
29042,-0.23512647
29043,-0.27093765
29044,-0.32073316
29045,-0.3761106
29046,-0.43642172
29047,-0.49811694
29048,-0.55660135
29049,-0.60679525
29050,-0.6465006999999999
29051,-0.68802917
29052,-0.7281664000000001
29053,-0.76497626
29054,-0.79769105
29055,-0.8211940000000001
29056,-0.8399573
29057,-0.85564387
29058,-0.8666383
29059,-0.8731711
29060,-0.88233346
29061,-0.88089967
29062,-0.8783303
29063,-0.87394863
29064,-0.8667681
29065,-0.85621023
29066,-0.8418694999999999
29067,-0.8235866
29068,-0.80302984
29069,-0.78345823
29070,-0.766289
29071,-0.74437946
29072,-0.729102
29073,-0.71659255
29074,-0.7065541
29075,-0.6978901
29076,-0.68850833
29077,-0.6861179000000001
29078,-0.68340904
29079,-0.6838272
29080,-0.6860582
29081,-0.6878513
29082,-0.6938266
29083,-0.70231086
29084,-0.7089244
29085,-0.7166536
29086,-0.7262936
29087,-0.733464
29088,-0.7362814000000001
29089,-0.737197
29090,-0.73644227
29091,-0.7322064
29092,-0.7219631
29093,-0.7038513000000001
29094,-0.68158925
29095,-0.66138655
29096,-0.6424798
29097,-0.625414
29098,-0.61180043
29099,-0.59892255
29100,-0.58745164
29101,-0.57484794
29102,-0.5626536
29103,-0.5515012
29104,-0.5394768
29105,-0.52941364
29106,-0.5236038
29107,-0.51805025
29108,-0.51419604
29109,-0.51097465
29110,-0.49447486
29111,-0.48572186
29112,-0.4778727
29113,-0.46892694
29114,-0.46108964
29115,-0.45768917
29116,-0.45285887
29117,-0.45201376
29118,-0.45465487
29119,-0.46116424
29120,-0.47253525
29121,-0.48970112
29122,-0.5041886999999999
29123,-0.52744085
29124,-0.55138975
29125,-0.5599569999999999
29126,-0.54434276
29127,-0.5161694
29128,-0.53449553
29129,-0.5646443
29130,-0.5901236
29131,-0.60479265
29132,-0.613818
29133,-0.6415924
29134,-0.6764342
29135,-0.7023862
29136,-0.70379657
29137,-0.6810031999999999
29138,-0.64864737
29139,-0.60437965
29140,-0.54691076
29141,-0.47949138
29142,-0.40416056
29143,-0.32027242
29144,-0.223228
29145,-0.12341161
29146,-0.044213943
29147,0.027474215
29148,0.09524722
29149,0.15904611
29150,0.22182581
29151,0.26014253
29152,0.28054982
29153,0.2891225
29154,0.28592828
29155,0.2672943
29156,0.2367054
29157,0.20218727
29158,0.1625547
29159,0.12162981
29160,0.08118011
29161,0.0388586
29162,-0.005011325
29163,-0.033936836
29164,-0.045152623
29165,-0.047165178
29166,-0.0409511999999999
29167,0.00090192165
29168,0.050613306
29169,0.09960197
29170,0.16844016
29171,0.24724042
29172,0.31244886
29173,0.37201667
29174,0.45838606
29175,0.5405694000000001
29176,0.618686
29177,0.6881435
29178,0.73543084
29179,0.7434803000000001
29180,0.7395563
29181,0.7386510000000001
29182,0.73655814
29183,0.7283126
29184,0.7178479999999999
29185,0.6931469
29186,0.65888023
29187,0.6113199
29188,0.5677033
29189,0.57947963
29190,0.8547140999999999
29191,0.87449753
29192,0.8261736999999999
29193,0.7840361
29194,0.6733996
29195,0.16310704
29196,1.6177218
29197,0.38722828
29198,-0.47691008
29199,-0.24794103
29200,-0.20786321
29201,-0.695512
29202,-0.64094514
29203,-0.22738607
29204,-0.00784191
29205,-0.25919598
29206,-0.24007694
29207,-0.33750835
29208,-1.295431
29209,-0.69910556
29210,0.9447438
29211,0.40058985
29212,-0.1284931
29213,-0.5336565999999999
29214,-0.8316766
29215,-0.8876617
29216,-0.5677989
29217,0.103913404
29218,0.7334674
29219,1.0261834
29220,1.0919641000000002
29221,0.92001224
29222,0.31687033
29223,-0.1655374
29224,-0.35511765
29225,-0.3401788
29226,-0.20496652
29227,-0.024811408
29228,0.1672202
29229,0.28931788
29230,0.26032645
29231,0.1804343
29232,0.16730542
29233,0.307928
29234,0.34093106
29235,0.23924069
29236,0.16435997
29237,0.14931883
29238,0.14662069
29239,0.08303614
29240,0.010381129
29241,-0.046530772
29242,-0.08630537
29243,-0.11278689
29244,-0.13300388
29245,-0.15836047
29246,-0.19110905
29247,-0.19558795
29248,-0.169727
29249,-0.13671573
29250,-0.14034884
29251,-0.112980455
29252,-0.09149719
29253,-0.08731203
29254,-0.10310834
29255,-0.13756911
29256,-0.1902947
29257,-0.20815505
29258,-0.210167
29259,-0.20453778
29260,-0.19060224
29261,-0.16326295
29262,-0.1266376
29263,-0.1251492
29264,-0.1419518
29265,-0.16969453
29266,-0.19341902
29267,-0.19345735
29268,-0.21720399
29269,-0.20724303
29270,-0.19200031
29271,-0.17933804
29272,-0.18022546
29273,-0.22490133
29274,-0.22346881
29275,-0.26138014
29276,-0.36069784
29277,-0.48550636
29278,-0.5432736
29279,-0.3347909
29280,0.117925495
29281,0.31943333
29282,0.18037288
29283,-0.15622476
29284,-0.39489797
29285,-0.4548683
29286,-0.23434438
29287,-0.12948675
29288,-0.17488863
29289,-0.24052785
29290,-0.09486889
29291,-0.110563815
29292,-0.12658271
29293,-0.111231536
29294,-0.09478317
29295,-0.11166082
29296,-0.12011301
29297,-0.13009559
29298,-0.16063787
29299,-0.18388955
29300,-0.16842255
29301,-0.102856316
29302,-0.091990605
29303,-0.016837468
29304,0.05969128
29305,0.07057928
29306,0.0128300255
29307,-0.03290847
29308,-0.06470817
29309,-0.028431859
29310,0.055059105
29311,0.120505095
29312,0.12805232
29313,0.136907
29314,0.06806034
29315,-0.024250966
29316,-0.12990314
29317,-0.23895518
29318,-0.32422045
29319,-0.27109915
29320,-0.22384709
29321,-0.1410895
29322,-0.11980856
29323,-0.093058765
29324,0.14939642
29325,0.21299581
29326,0.012814573
29327,-0.013506208
29328,0.058997303
29329,-0.004999256
29330,-0.44164
29331,-0.30239788
29332,-0.32477224
29333,-0.49146622
29334,-0.6464489999999999
29335,-0.6258786
29336,-0.4680876000000001
29337,-0.7461471
29338,-0.7690104
29339,-0.698735
29340,-0.6828344
29341,-0.7612485999999999
29342,-0.83891827
29343,-0.8468713
29344,-0.8008630999999999
29345,-0.75888497
29346,-0.7418674
29347,-0.7037388000000001
29348,-0.76411164
29349,-0.51771605
29350,-0.2022753
29351,-0.08336151
29352,-0.22150296
29353,-0.11523559
29354,-0.04075874
29355,0.02342946
29356,0.04567066
29357,0.018698543
29358,-0.040589977
29359,-0.097735584
29360,-0.1248281
29361,-0.15853807
29362,-0.2181805
29363,-0.3083517
29364,-0.41765743
29365,-0.5235111
29366,-0.6165429
29367,-0.69653255
29368,-0.76620716
29369,-0.82625693
29370,-0.87052464
29371,-0.9140022
29372,-0.95248085
29373,-0.98067963
29374,-1.0000374
29375,-1.0146825000000002
29376,-1.0227323
29377,-1.0274314
29378,-1.0232555
29379,-1.0134573
29380,-1.0023823
29381,-0.9933382
29382,-0.97899747
29383,-0.9646579
29384,-0.9527059
29385,-0.94204855
29386,-0.92987865
29387,-0.9119527
29388,-0.8962370999999999
29389,-0.8740065999999999
29390,-0.8492886999999999
29391,-0.8245914000000001
29392,-0.79869765
29393,-0.7728013000000001
29394,-0.74212766
29395,-0.7130095999999999
29396,-0.68884754
29397,-0.6700727
29398,-0.6509516
29399,-0.6382852
29400,-0.62203133
29401,-0.6042425
29402,-0.5873822
29403,-0.571448
29404,-0.5503347
29405,-0.5245883000000001
29406,-0.49750012
29407,-0.46924782
29408,-0.43737867
29409,-0.39474925
29410,-0.35247388
29411,-0.31258136
29412,-0.2785093
29413,-0.25293222
29414,-0.23659968
29415,-0.22725947
29416,-0.22825442
29417,-0.2414221
29418,-0.2639684
29419,-0.29024678
29420,-0.32132244
29421,-0.3571391
29422,-0.39577714
29423,-0.43879613
29424,-0.48576838
29425,-0.5287961999999999
29426,-0.5706831
29427,-0.6130848000000001
29428,-0.65210897
29429,-0.6838261999999999
29430,-0.7060304000000001
29431,-0.72414
29432,-0.741212
29433,-0.75419235
29434,-0.76136047
29435,-0.7624173000000001
29436,-0.7589005999999999
29437,-0.7637304
29438,-0.7663058
29439,-0.7706824000000001
29440,-0.77566355
29441,-0.7775095000000001
29442,-0.77227783
29443,-0.763987
29444,-0.75167584
29445,-0.7401045
29446,-0.72881085
29447,-0.71436197
29448,-0.7038973000000001
29449,-0.6873602
29450,-0.6722276999999999
29451,-0.65963066
29452,-0.65047395
29453,-0.64643395
29454,-0.6420066999999999
29455,-0.6395719
29456,-0.63435453
29457,-0.62936383
29458,-0.62843335
29459,-0.63044554
29460,-0.6316733
29461,-0.6344154000000001
29462,-0.6360854
29463,-0.6366236
29464,-0.6380326
29465,-0.6436674
29466,-0.648567
29467,-0.6525514
29468,-0.652642
29469,-0.6487982
29470,-0.6438183000000001
29471,-0.63053656
29472,-0.62067544
29473,-0.6142409000000001
29474,-0.6087273
29475,-0.60203123
29476,-0.594384
29477,-0.58391935
29478,-0.5782095
29479,-0.5703115
29480,-0.56028455
29481,-0.55072534
29482,-0.539456
29483,-0.52592397
29484,-0.5157408
29485,-0.50441027
29486,-0.49036422
29487,-0.4752279
29488,-0.45751852
29489,-0.4450904000000001
29490,-0.43421933
29491,-0.4248425
29492,-0.41918185
29493,-0.42130557
29494,-0.4277445
29495,-0.43778005
29496,-0.45323586
29497,-0.47019154
29498,-0.485102
29499,-0.5020060000000001
29500,-0.5305321999999999
29501,-0.5407948
29502,-0.52708
29503,-0.49692553
29504,-0.46889764
29505,-0.47694734
29506,-0.48789468
29507,-0.4814553
29508,-0.4786273
29509,-0.49714315
29510,-0.5395439000000001
29511,-0.58461654
29512,-0.6135159
29513,-0.61487406
29514,-0.596612
29515,-0.567879
29516,-0.5256181
29517,-0.46705607
29518,-0.39707014
29519,-0.31499928
29520,-0.22421561
29521,-0.1311884
29522,-0.045469977
29523,0.034664743
29524,0.11321579
29525,0.18552367
29526,0.2500723
29527,0.3087311
29528,0.3541494
29529,0.38379014
29530,0.39741138
29531,0.39138782
29532,0.36525235
29533,0.33098945
29534,0.28567967
29535,0.22915532
29536,0.1697131
29537,0.11373909
29538,0.06305373
29539,0.008479115
29540,-0.03526654
29541,-0.06415831
29542,-0.08086818
29543,-0.08908554
29544,-0.0795238
29545,-0.038769715
29546,-0.00557809
29547,0.03718361
29548,0.102709696
29549,0.183976
29550,0.2385506
29551,0.30362138
29552,0.36758557
29553,0.43448707
29554,0.51391166
29555,0.5876073
29556,0.6243623
29557,0.64599353
29558,0.65318316
29559,0.6456149999999999
29560,0.62848353
29561,0.58921385
29562,0.70234764
29563,0.8089616
29564,0.8746563
29565,0.96042395
29566,0.973968
29567,0.5937303
29568,1.2422571000000002
29569,1.9104713
29570,1.3904808000000002
29571,-0.21210086
29572,0.9929643
29573,0.708395
29574,0.20600617
29575,0.0900521
29576,-0.027371325
29577,0.3429152
29578,-0.3723299000000001
29579,-0.7172069999999999
29580,-0.93891686
29581,-1.4925628
29582,-2.40889
29583,-0.940409
29584,-0.5100857
29585,-0.5848855
29586,-0.7900353
29587,-0.90276504
29588,-0.89954513
29589,-0.6565705
29590,-0.13387232
29591,0.39492223
29592,0.81438076
29593,1.1527281
29594,1.3338233
29595,1.3006271
29596,0.8164505
29597,0.20225893
29598,-0.23840615
29599,-0.4104832000000001
29600,-0.41249585
29601,-0.25279287
29602,-0.13769925
29603,-0.014077604
29604,0.20109428
29605,0.43292585
29606,0.33471808
29607,0.20720302
29608,0.122538485
29609,0.09728377
29610,0.11333397
29611,0.15719925
29612,0.13533255
29613,0.080107115
29614,0.0056469003
29615,-0.052840155
29616,-0.050247926
29617,-0.08124257
29618,-0.15875743
29619,-0.22318271
29620,-0.28696832
29621,-0.35214612
29622,-0.365024
29623,-0.34892663
29624,-0.2970102000000001
29625,-0.24051924
29626,-0.18794629
29627,-0.14160176
29628,-0.1291234
29629,-0.11400485
29630,-0.11388492
29631,-0.11848812
29632,-0.12114475
29633,-0.122146256
29634,-0.12939006
29635,-0.130296
29636,-0.12229678
29637,-0.109135464
29638,-0.101528525
29639,-0.11529437
29640,-0.100804895
29641,-0.089257635
29642,-0.09046654
29643,-0.08319336
29644,-0.04816661
29645,-0.005498655
29646,0.027474714
29647,0.026871063
29648,0.0037326436
29649,-0.021553496
29650,-0.045797665
29651,-0.18825924
29652,-0.3104672
29653,-0.38419664
29654,-0.17405461
29655,0.2424106
29656,0.39863214
29657,0.10481779
29658,-0.18761069
29659,-0.41943166
29660,-0.4146507
29661,-0.18210942
29662,-0.18009724
29663,-0.29095423
29664,-0.35240698
29665,-0.31509805
29666,-0.23289779
29667,-0.1973677
29668,-0.216687
29669,-0.21106234
29670,-0.23065789
29671,-0.23589115
29672,-0.22270902
29673,-0.22163165
29674,-0.15763791
29675,-0.13183175
29676,-0.09693762
29677,-0.0728881
29678,-0.07021142
29679,-0.057235915
29680,-0.0685055
29681,-0.047253877
29682,-0.01361877
29683,0.04337605
29684,0.11812068
29685,0.109266
29686,0.098500736
29687,0.07813631
29688,0.022480091
29689,-0.035246603
29690,-0.0428915
29691,-0.13022886
29692,-0.140056
29693,-0.15798749
29694,-0.18566628
29695,-0.21524745
29696,-0.24167544
29697,-0.14065161
29698,-0.12696058
29699,-0.07805331
29700,-0.052451577
29701,-0.07153955
29702,0.08824355
29703,-0.07845699
29704,-0.2575275
29705,-0.27314276
29706,-0.26934606
29707,-0.49641705
29708,-0.75521517
29709,-0.68678457
29710,-0.59655684
29711,-0.67541367
29712,-0.84610814
29713,-0.7966668
29714,-0.6759366
29715,-0.67150635
29716,-0.6842714
29717,-0.6696482
29718,-0.62927353
29719,-0.621224
29720,-0.59094834
29721,-0.46063173
29722,-0.25133142
29723,0.055011235
29724,0.42069024
29725,0.2696944000000001
29726,0.38364327
29727,0.4686064
29728,0.49576822
29729,0.47552466
29730,0.38390303
29731,0.25772575
29732,0.16469693
29733,0.11419036
29734,0.09391494
29735,0.072832085
29736,-0.016809229
29737,-0.13523516
29738,-0.2482603
29739,-0.34370232
29740,-0.41807556
29741,-0.47305557
29742,-0.5151607
29743,-0.5548536999999999
29744,-0.5946921
29745,-0.637302
29746,-0.68500465
29747,-0.73081064
29748,-0.7720254
29749,-0.81226444
29750,-0.8547376
29751,-0.8992110000000001
29752,-0.9338723
29753,-0.9641113
29754,-0.9931492
29755,-1.0167212
29756,-1.0348487
29757,-1.053254
29758,-1.0592293
29759,-1.0626547
29760,-1.06384
29761,-1.0634216
29762,-1.0620273
29763,-1.059239
29764,-1.0489211
29765,-1.032925
29766,-1.0140637
29767,-0.9930228
29768,-0.966728
29769,-0.9466037
29770,-0.91982436
29771,-0.8907875
29772,-0.8633026
29773,-0.83854926
29774,-0.8103759
29775,-0.7784324
29776,-0.7494432
29777,-0.7227015999999999
29778,-0.6980307
29779,-0.6760728
29780,-0.6559484999999999
29781,-0.6439228
29782,-0.63199013
29783,-0.62023896
29784,-0.60927606
29785,-0.5976519
29786,-0.5722984999999999
29787,-0.5430216
29788,-0.5094527
29789,-0.47378516
29790,-0.43844074
29791,-0.4034253
29792,-0.35949895
29793,-0.32699874
29794,-0.30339998
29795,-0.28865966
29796,-0.28510275
29797,-0.2947624
29798,-0.31782457
29799,-0.34707752
29800,-0.3815301
29801,-0.4207385
29802,-0.4639442
29803,-0.50982165
29804,-0.54660434
29805,-0.5796103
29806,-0.6075858000000001
29807,-0.62931746
29808,-0.6478318000000001
29809,-0.667143
29810,-0.6842768
29811,-0.7000975
29812,-0.7155334
29813,-0.7321178
29814,-0.75425166
29815,-0.7704295999999999
29816,-0.7872748
29817,-0.7999534
29818,-0.8067293000000001
29819,-0.8093265000000001
29820,-0.7992633000000001
29821,-0.7878124
29822,-0.77692664
29823,-0.7655826
29824,-0.75310457
29825,-0.7406174
29826,-0.7273357
29827,-0.7156649
29828,-0.7065234
29829,-0.7026496999999999
29830,-0.7051299
29831,-0.70794696
29832,-0.71726424
29833,-0.73108065
29834,-0.74510604
29835,-0.7579839
29836,-0.7709843000000001
29837,-0.7850728
29838,-0.7998725
29839,-0.81150293
29840,-0.81505054
29841,-0.81132734
29842,-0.808299
29843,-0.7998479000000001
29844,-0.7844220000000001
29845,-0.76653075
29846,-0.74785775
29847,-0.7293201
29848,-0.71241397
29849,-0.69668686
29850,-0.67730945
29851,-0.6574481
29852,-0.6398935
29853,-0.6250011999999999
29854,-0.60447705
29855,-0.5923974
29856,-0.5800005
29857,-0.56692475
29858,-0.5530906999999999
29859,-0.53787214
29860,-0.5237852
29861,-0.5117508
29862,-0.5005925999999999
29863,-0.48972622
29864,-0.47894463
29865,-0.46848
29866,-0.4648948000000001
29867,-0.46347058
29868,-0.4659605
29869,-0.47515434
29870,-0.4928396
29871,-0.5119607
29872,-0.53457
29873,-0.5602656
29874,-0.58616704
29875,-0.60998875
29876,-0.63190114
29877,-0.6580838000000001
29878,-0.68527085
29879,-0.7112935
29880,-0.72559613
29881,-0.71486
29882,-0.69454396
29883,-0.7050397
29884,-0.7296908000000001
29885,-0.7482535
29886,-0.7480344
29887,-0.7392706
29888,-0.75662
29889,-0.7796763000000001
29890,-0.7902314
29891,-0.77558345
29892,-0.7314201
29893,-0.68082786
29894,-0.6354960999999999
29895,-0.58578163
29896,-0.530754
29897,-0.4731696
29898,-0.4166032
29899,-0.35377276
29900,-0.29321936
29901,-0.23442785
29902,-0.17776188
29903,-0.12556759
29904,-0.07298351
29905,-0.034099318
29906,-0.0059756287
29907,0.009202242
29908,0.0084048575
29909,-0.006334618
29910,-0.037207425
29911,-0.068796985
29912,-0.10076754
29913,-0.13186036
29914,-0.15616
29915,-0.16823302
29916,-0.17270172
29917,-0.16562703
29918,-0.13987064
29919,-0.09431399
29920,-0.052853614
29921,0.015016882
29922,0.10185296
29923,0.18284853
