,left_ax
26012,-0.40636477
26013,-0.41895378
26014,-0.43794537
26015,-0.46025327
26016,-0.48459366
26017,-0.50829786
26018,-0.52964956
26019,-0.54851127
26020,-0.56803113
26021,-0.5769558000000001
26022,-0.57752305
26023,-0.57351094
26024,-0.5669505
26025,-0.55848825
26026,-0.554866
26027,-0.54673165
26028,-0.53578424
26029,-0.5254701
26030,-0.51995647
26031,-0.52324593
26032,-0.5321005999999999
26033,-0.539668
26034,-0.55447865
26035,-0.5736956999999999
26036,-0.5918646
26037,-0.6123914
26038,-0.6321508000000001
26039,-0.65216845
26040,-0.67165977
26041,-0.6891928
26042,-0.70360005
26043,-0.71728426
26044,-0.73025453
26045,-0.73715687
26046,-0.74080914
26047,-0.7416143
26048,-0.7351141
26049,-0.7270644
26050,-0.7173548000000001
26051,-0.70482856
26052,-0.69299537
26053,-0.68363726
26054,-0.6703555
26055,-0.65707517
26056,-0.6428725000000001
26057,-0.6294890999999999
26058,-0.6172845
26059,-0.6063681
26060,-0.6007333
26061,-0.59289426
26062,-0.58653575
26063,-0.57972467
26064,-0.5726707
26065,-0.5680162
26066,-0.5599675000000001
26067,-0.5549973000000001
26068,-0.5474909
26069,-0.5402861
26070,-0.53620136
26071,-0.533384
26072,-0.5301640999999999
26073,-0.5269441999999999
26074,-0.5246503
26075,-0.5231863
26076,-0.52234113
26077,-0.5235486
26078,-0.52173734
26079,-0.521184
26080,-0.52139026
26081,-0.5207059
26082,-0.51727474
26083,-0.51164067
26084,-0.4982584
26085,-0.48376793
26086,-0.46873608
26087,-0.4531367
26088,-0.43772167
26089,-0.41759527
26090,-0.40499455
26091,-0.39364594
26092,-0.3852484000000001
26093,-0.3861156
26094,-0.4062373
26095,-0.4077667
26096,-0.3925733
26097,-0.38199818
26098,-0.3873106
26099,-0.40683982
26100,-0.41851312
26101,-0.41786873
26102,-0.42803076
26103,-0.4538569000000001
26104,-0.48349246
26105,-0.49009117
26106,-0.45387214
26107,-0.39978647
26108,-0.3454989
26109,-0.28769675
26110,-0.22040866
26111,-0.146353
26112,-0.066334054
26113,0.027805075
26114,0.12034328
26115,0.2043919
26116,0.27865192
26117,0.3390311
26118,0.392323
26119,0.43213892
26120,0.453674
26121,0.45379254
26122,0.43121564
26123,0.38332602
26124,0.31980443
26125,0.24673003
26126,0.16687183
26127,0.08298257
26128,-0.0014371092
26129,-0.07710436
26130,-0.13440977
26131,-0.18949614
26132,-0.24277873
26133,-0.28359878
26134,-0.29003772
26135,-0.31597626
26136,-0.32899258
26137,-0.32436344
26138,-0.31128383
26139,-0.30315447
26140,-0.27981034
26141,-0.23646276
26142,-0.17890038
26143,-0.10287218
26144,-0.002755117
26145,0.12607108
26146,0.28665915
26147,0.4611778
26148,0.635727
26149,0.7911734
26150,0.9116253
26151,0.99251455
26152,1.0330021
26153,1.0445164
26154,1.0369296
26155,1.0136338
26156,0.9727266
26157,0.90752393
26158,0.7938527
26159,0.5698861
26160,0.48230854
26161,0.57345897
26162,0.62630635
26163,0.59048593
26164,-0.35876948
26165,0.5547977
26166,1.2697525
26167,0.3285785999999999
26168,0.01464
26169,0.6532846
26170,0.20815887
26171,-0.049372133
26172,-0.009660921
26173,-0.174255
26174,-0.052769467
26175,-0.8876529000000001
26176,-1.08306
26177,-0.97804475
26178,-1.0188351999999998
26179,-1.0060878
26180,-1.4361277
26181,-0.067327164
26182,0.3908016
26183,-0.33534014
26184,-0.6382883
26185,-1.041475
26186,-1.043325
26187,-0.6704489
26188,-0.0071897223
26189,0.75965184
26190,1.2519671
26191,1.3488855
26192,0.95362264
26193,0.4078373
26194,-0.024479853
26195,-0.2260771
26196,-0.30695346
26197,-0.24944764
26198,-0.13440634
26199,0.08038396
26200,0.4051434
26201,0.5880116999999999
26202,0.4170927
26203,0.23062809
26204,0.12582384
26205,0.122243516
26206,0.16699849
26207,0.092904486
26208,-0.0035082968
26209,-0.06380038
26210,-0.078917
26211,-0.06890754
26212,-0.06970435
26213,-0.09990162
26214,-0.13470672
26215,-0.16209453
26216,-0.17559037
26217,-0.175192
26218,-0.1683499
26219,-0.15263464
26220,-0.146556
26221,-0.14382781
26222,-0.13117123
26223,-0.11748849
26224,-0.13436672
26225,-0.16028804
26226,-0.1903047
26227,-0.21710849
26228,-0.23039056
26229,-0.21429114
26230,-0.1633304
26231,-0.12845096
26232,-0.12875246
26233,-0.1576003
26234,-0.1812547
26235,-0.16998535
26236,-0.16754498
26237,-0.17970057
26238,-0.17480539
26239,-0.13465832
26240,-0.11775394
26241,-0.11208391
26242,-0.10987043
26243,-0.10887938
26244,-0.113306254
26245,-0.13435225
26246,-0.20076084
26247,-0.27839136
26248,-0.35202146
26249,-0.33015457
26250,-0.18658341
26251,0.012436195
26252,0.26157463
26253,0.0435185
26254,-0.18869023
26255,-0.3180878
26256,-0.31236276
26257,-0.09059331
26258,-0.09340412
26259,-0.10496482
26260,-0.16035928
26261,-0.19440064
26262,-0.14581524
26263,-0.20900403
26264,-0.23608187
26265,-0.23556764
26266,-0.22510381
26267,-0.1979786
26268,-0.13686152
26269,-0.16584046
26270,-0.20280264
26271,-0.19604139
26272,-0.1455053999999999
26273,-0.078984186
26274,-0.043963738
26275,-0.008549556
26276,-0.011766966
26277,-0.029613335
26278,-0.053207815
26279,-0.07567039
26280,-0.07285299
26281,-0.05473998
26282,0.051145677
26283,0.12860848
26284,0.13600697
26285,0.10887804
26286,0.09479285
26287,-0.08393955
26288,-0.2433799
26289,-0.35385102
26290,-0.39359134
26291,-0.3226725
26292,-0.20795204
26293,0.055191297
26294,0.117571324
26295,0.0662122
26296,0.089205086
26297,0.21880539
26298,-0.07738402
26299,-0.25863048
26300,-0.24774858
26301,-0.21726608
26302,-0.39641705
26303,-0.5928048
26304,-0.43445486
26305,-0.5243805
26306,-0.63382155
26307,-0.6625316
26308,-0.75892776
26309,-0.84627634
26310,-0.8217359000000001
26311,-0.80055714
26312,-0.8031119999999999
26313,-0.8145416
26314,-0.805688
26315,-0.76664925
26316,-0.68809134
26317,-0.5279389
26318,-0.4267016
26319,-0.5021719
26320,0.005344134
26321,0.0119884814999999
26322,0.008166682
26323,0.091251925
26324,0.24184524
26325,0.37011853
26326,0.36438656
26327,0.3038366
26328,0.23096217
26329,0.1723621
26330,0.13574314
26331,0.08475372
26332,-0.022785075
26333,-0.15176407
26334,-0.28170705
26335,-0.39911062
26336,-0.49910006
26337,-0.5816899
26338,-0.65468794
26339,-0.71882004
26340,-0.7755192
26341,-0.8264945
26342,-0.8619481
26343,-0.8816252
26344,-0.89867616
26345,-0.9123214
26346,-0.9176391
26347,-0.91246045
26348,-0.9002805
26349,-0.88836855
26350,-0.8728423000000001
26351,-0.8541200000000001
26352,-0.8388329999999999
26353,-0.8177175
26354,-0.80266005
26355,-0.78728455
26356,-0.7709709
26357,-0.7549847
26358,-0.7358636
26359,-0.71925384
26360,-0.70157534
26361,-0.68306935
26362,-0.6649742
26363,-0.64904
26364,-0.62811077
26365,-0.613521
26366,-0.5962451
26367,-0.580534
26368,-0.5726855
26369,-0.56141585
26370,-0.5501465999999999
26371,-0.5382946
26372,-0.5276639
26373,-0.5174404
26374,-0.5046113
26375,-0.48811156
26376,-0.46879238
26377,-0.4458692
26378,-0.41824016
26379,-0.38723257
26380,-0.35735813
26381,-0.32394832
26382,-0.2954509
26383,-0.26204914
26384,-0.22773552
26385,-0.19962002
26386,-0.17748615
26387,-0.16852187
26388,-0.1784822999999999
26389,-0.2002079
26390,-0.23213118
26391,-0.27573496
26392,-0.32363576
26393,-0.37769032
26394,-0.43518817
26395,-0.4931819000000001
26396,-0.5486488
26397,-0.59897923
26398,-0.64203966
26399,-0.67870003
26400,-0.70607066
26401,-0.72313076
26402,-0.73198456
26403,-0.7392291
26404,-0.7413071999999999
26405,-0.73364913
26406,-0.71322346
26407,-0.6856165
26408,-0.6593287
26409,-0.6347745
26410,-0.6150656999999999
26411,-0.60004985
26412,-0.5865659000000001
26413,-0.5728804
26414,-0.5591976
26415,-0.5455148
26416,-0.531482
26417,-0.51791775
26418,-0.5088633
26419,-0.5053319000000001
26420,-0.50212675
26421,-0.5001143
26422,-0.49713627
26423,-0.4984087
26424,-0.5010251
26425,-0.5019311
26426,-0.5095773
26427,-0.5172243
26428,-0.52605903
26429,-0.5348936
26430,-0.54472834
26431,-0.5572454000000001
26432,-0.5665024999999999
26433,-0.57183045
26434,-0.5720417
26435,-0.567982
26436,-0.5611398
26437,-0.55292404
26438,-0.54044724
26439,-0.5256475
26440,-0.509366
26441,-0.4929436
26442,-0.47664496
26443,-0.45773053
26444,-0.44116637
26445,-0.42681253
26446,-0.41268706
26447,-0.4011867
26448,-0.39590368
26449,-0.39308628
26450,-0.3921055
26451,-0.38792002
26452,-0.38326603
26453,-0.37986505
26454,-0.37677145
26455,-0.36952686
26456,-0.36399257
26457,-0.35696408
26458,-0.34669143
26459,-0.33306795
26460,-0.318176
26461,-0.30343497
26462,-0.28993198
26463,-0.2798538
26464,-0.27461454
26465,-0.27413636
26466,-0.27294144
26467,-0.27314052
26468,-0.27302107
26469,-0.2756706
26470,-0.28515017
26471,-0.3054663
26472,-0.32811543
26473,-0.358295
26474,-0.39535046
26475,-0.4270589
26476,-0.4352859000000001
26477,-0.4221385
26478,-0.41949078
26479,-0.42740723
26480,-0.42971867
26481,-0.41333345
26482,-0.38545153
26483,-0.38292074
26484,-0.3941449
26485,-0.39792866
26486,-0.38233468
26487,-0.3478568
26488,-0.31678113
26489,-0.28011763
26490,-0.23606153
26491,-0.18532465
26492,-0.1301056
26493,-0.07353196
26494,-0.012917698
26495,0.04998048
26496,0.10823764
26497,0.16082595
26498,0.21455862
26499,0.2667431
26500,0.3068235
26501,0.33700043
26502,0.35568202
26503,0.3606624000000001
26504,0.35309267
26505,0.3448066
26506,0.32595494
26507,0.30241212
26508,0.2829802
26509,0.276208
26510,0.27580553
26511,0.27667075
26512,0.27810973
26513,0.2848277
26514,0.30022076
26515,0.3139035
26516,0.33815473
26517,0.3689462
26518,0.40297708
26519,0.43967992
26520,0.48065197
26521,0.52492535
26522,0.5600371
26523,0.5981098000000001
26524,0.631659
26525,0.6635171
26526,0.71621597
26527,0.7681355
26528,0.7873555
26529,0.78139794
26530,0.7635341999999999
26531,0.74732447
26532,0.7400797
26533,0.72624934
26534,0.71578526
26535,0.7058799
26536,0.6986852
26537,0.7159444
26538,0.8725076999999999
26539,0.9884896
26540,1.0706494
26541,1.1658621999999998
26542,1.1072263
26543,0.6211943
26544,1.7839744999999998
26545,1.5721755
26546,0.5005151
26547,0.0648599
26548,0.71914
26549,0.081603155
26550,-0.0125558125
26551,-0.07181977
26552,0.15984543
26553,0.032927085
26554,-0.9465666
26555,-0.53724813
26556,-1.1636494
26557,-2.1553702
26558,-1.1434864
26559,0.7433211999999999
26560,-0.37473986
26561,-0.5888621
26562,-0.91753376
26563,-1.0502005
26564,-0.7933544
26565,-0.18651305
26566,0.41103593
26567,0.96679705
26568,1.2518545
26569,1.2809736
26570,0.9892706
26571,0.38281304
26572,-0.22574483
26573,-0.54184043
26574,-0.67683655
26575,-0.5733235999999999
26576,-0.21169364
26577,0.3345103
26578,0.64881116
26579,0.5666729
26580,0.33563086
26581,0.11108581
26582,0.03744041
26583,0.2216808
26584,0.23818444
26585,0.14709772
26586,0.12687835
26587,0.1493382999999999
26588,0.1493382
26589,0.15980281
26590,0.096097924
26591,0.0077908959999999
26592,-0.07985056
26593,-0.14526
26594,-0.18465404
26595,-0.2603116
26596,-0.27244473
26597,-0.2410078
26598,-0.21902664
26599,-0.22529434
26600,-0.23538168
26601,-0.24584742
26602,-0.24296857
26603,-0.23234951
26604,-0.20703317
26605,-0.16999786
26606,-0.147864
26607,-0.119291194
26608,-0.09705141
26609,-0.10013226
26610,-0.12182351
26611,-0.14985093
26612,-0.20217955
26613,-0.25223893
26614,-0.23853269
26615,-0.23473074
26616,-0.24459293
26617,-0.21215837
26618,-0.19404885
26619,-0.19882682
26620,-0.22367518
26621,-0.26650003
26622,-0.3110818
26623,-0.32078734
26624,-0.19078456
26625,0.04617494
26626,0.24956612
26627,0.23171717
26628,-0.05049342
26629,-0.2191526
26630,-0.24560036
26631,-0.113199614
26632,-0.04452902
26633,-0.062156197
26634,-0.0728138999999999
26635,-0.23418988
26636,-0.12754497
26637,-0.110371865
26638,-0.10992616
26639,-0.09172998
26640,-0.1394288
26641,-0.17565249
26642,-0.23344348
26643,-0.19732882
26644,-0.15447052
26645,-0.17579967
26646,-0.15688527
26647,-0.121674396
26648,-0.09467674
26649,-0.06672902
26650,-0.032198932
26651,0.005231846
26652,0.014891495
26653,0.0025855808
26654,-0.008346284
26655,-0.009591181
26656,-0.012606922
26657,-0.03734332
26658,0.03555562
26659,0.12093559
26660,0.13225973
26661,0.09779785
26662,0.064354606
26663,-0.014121302
26664,-0.17771985
26665,-0.2938508
26666,-0.34787455
26667,-0.32925427
26668,-0.21797614
26669,0.023059404
26670,0.09260119
26671,0.078979164
26672,0.11781013
26673,0.28478253
26674,0.27920553
26675,-0.00420228
26676,0.005740807
26677,0.10069781
26678,0.024488116
26679,-0.3416
26680,-0.2336433
26681,-0.0176115999999999
26682,-0.07524211
26683,-0.25212964
26684,-0.15803514
26685,-0.059628908
26686,-0.24289274
26687,-0.26699102
26688,-0.19811933
26689,-0.1794818
26690,-0.28385076
26691,-0.31752566
26692,-0.35358
26693,-0.3855917
26694,-0.4063447
26695,-0.41748017
26696,-0.49238044
26697,-0.3952504000000001
26698,-0.35666794
26699,-0.41855928
26700,-0.44374022
26701,0.03793244
26702,-0.19576052
26703,-0.28681317
26704,-0.24021141
26705,-0.14593287
26706,-0.111143455
26707,-0.1485697999999999
26708,-0.20926298
26709,-0.26372054
26710,-0.29591402
26711,-0.30121785
26712,-0.2888252999999999
26713,-0.28319052
26714,-0.3026699
26715,-0.34332216
26716,-0.39851654
26717,-0.46102265
26718,-0.5262169
26719,-0.5918001
26720,-0.6523609
26721,-0.7098559
26722,-0.76556975
26723,-0.8193
26724,-0.8675982
26725,-0.90768075
26726,-0.9469913
26727,-0.98326796
26728,-1.0119456
26729,-1.0281556
26730,-1.0265456
26731,-1.024936
26732,-1.0193815
26733,-1.0061781
26734,-0.98472327
26735,-0.9609797
26736,-0.92310315
26737,-0.88578683
26738,-0.8503125
26739,-0.8151537
26740,-0.778021
26741,-0.74018735
26742,-0.70823455
26743,-0.67346185
26744,-0.6429266
26745,-0.621364
26746,-0.6078823
26747,-0.59741795
26748,-0.5896899999999999
26749,-0.58552444
26750,-0.5844781
26751,-0.58468443
26752,-0.5826720000000001
26753,-0.5838795
26754,-0.5854038
26755,-0.5858566
26756,-0.58574593
26757,-0.58518225
26758,-0.57914513
26759,-0.56782645
26760,-0.54535854
26761,-0.5101289999999999
26762,-0.4649724
26763,-0.41510144
26764,-0.35714352
26765,-0.30587193
26766,-0.2574324
26767,-0.21628281
26768,-0.18459594
26769,-0.15872452
26770,-0.14423689
26771,-0.1460975
26772,-0.15294003
26773,-0.16729519
26774,-0.1933734
26775,-0.22476655
26776,-0.26119664
26777,-0.2981247
26778,-0.3338527
26779,-0.3701648
26780,-0.40978447
26781,-0.4476181
26782,-0.48979732
26783,-0.5330100999999999
26784,-0.5768609
26785,-0.6222978
26786,-0.67061454
26787,-0.71166277
26788,-0.7533904
26789,-0.7887107
26790,-0.81578565
26791,-0.8368732
26792,-0.85860735
26793,-0.8731892
26794,-0.88424605
26795,-0.89589137
26796,-0.9048274
26797,-0.9064375
26798,-0.90804726
26799,-0.9022121
26800,-0.8937645000000001
26801,-0.88236296
26802,-0.870901
26803,-0.8646671999999999
26804,-0.8535118
26805,-0.84169906
26806,-0.82903206
26807,-0.8155885
26808,-0.80194306
26809,-0.7899909
26810,-0.7795154000000001
26811,-0.77055264
26812,-0.7638891999999999
26813,-0.7569166
26814,-0.7432546
26815,-0.7249303
26816,-0.70979065
26817,-0.69590706
26818,-0.68166685
26819,-0.6655338000000001
26820,-0.6452150999999999
26821,-0.6284837
26822,-0.61215174
26823,-0.5967154
26824,-0.5832695
26825,-0.572912
26826,-0.5709201999999999
26827,-0.5676936
26828,-0.56586087
26829,-0.5674051
26830,-0.57334
26831,-0.5825022
26832,-0.5948028000000001
26833,-0.59822816
26834,-0.5998514
26835,-0.6036762
26836,-0.5988953
26837,-0.59450334
26838,-0.5871339
26839,-0.57876843
26840,-0.5681314000000001
26841,-0.55180824
26842,-0.53069544
26843,-0.5153386999999999
26844,-0.5002491
26845,-0.48550886
26846,-0.47308126
26847,-0.46591088
26848,-0.45798266
26849,-0.4563697
26850,-0.4724646
26851,-0.50165844
26852,-0.5208467000000001
26853,-0.48381808
26854,-0.45581654
26855,-0.4595996
26856,-0.47532195
26857,-0.4788630999999999
26858,-0.46023953
26859,-0.4646663
26860,-0.49227533
26861,-0.5091302
26862,-0.4988155
26863,-0.46128905
26864,-0.41701564
26865,-0.363943
26866,-0.30507493
26867,-0.24578623
26868,-0.18594
26869,-0.12230131
26870,-0.06193623
26871,-0.0008568467
26872,0.0529903
26873,0.09902181
26874,0.13866153
26875,0.17345905
26876,0.19237787
26877,0.20166516
26878,0.20669049
26879,0.20242603
26880,0.1834574
26881,0.15206355
26882,0.11988561
26883,0.08983821
26884,0.06510532
26885,0.043767758
26886,0.02379604
26887,0.018966833
26888,0.03249947
26889,0.059910912
26890,0.10133972
26891,0.16477159
26892,0.26157007
26893,0.35535905
26894,0.47239113
26895,0.6107121
26896,0.7513073
26897,0.8796698000000001
26898,1.0004
26899,1.1042279
26900,1.1903285
26901,1.2561266000000002
26902,1.2894471
26903,1.2785251
26904,1.2261965
26905,1.1421758999999998
26906,1.0554715
26907,0.96895355
26908,0.88160783
26909,0.79081684
26910,0.69342786
26911,0.5861699
26912,0.47562853
26913,0.3684871
26914,0.26934472
26915,0.17910925
26916,0.10142957
26917,0.088499255
26918,0.3274245
26919,0.60633713
26920,0.7182783
26921,0.9215548
26922,0.9713777
26923,0.5422825
26924,0.97652024
26925,1.3133975
26926,-0.22690779
26927,-0.59111047
26928,-0.46564716
26929,-0.6150481
26930,-0.61124074
26931,-0.18797438
26932,0.4141366
26933,-0.11593665
26934,0.051775347
26935,0.0032003424
26936,-0.7839034
26937,-1.3902103
26938,1.7298593999999998
26939,0.32117212
26940,-0.3026148
26941,-0.6883218000000001
26942,-0.9890923
26943,-1.0141611
26944,-0.35810992
26945,0.3820805
26946,0.82107174
26947,1.021098
26948,0.9720945
26949,0.57823765
26950,0.03771191
26951,-0.24902946
26952,-0.3760644
26953,-0.39553532
26954,-0.34400818
26955,-0.23652479
26956,0.1297369
26957,0.36787286
26958,0.40770146
26959,0.3124234
26960,0.20396793
26961,0.18585609
26962,0.18877544
26963,0.15451181
26964,0.115488835
26965,0.09858697
26966,0.10683789
26967,0.06256549
26968,0.021149207
26969,-0.0101234885
26970,-0.0426419859999999
26971,-0.07081548
26972,-0.066614605
26973,-0.09921592
26974,-0.16336048
26975,-0.2073234
26976,-0.20531283
26977,-0.16058585
26978,-0.11913078
26979,-0.10279285
26980,-0.09261965
26981,-0.104534164
26982,-0.14370485
26983,-0.20190775
26984,-0.24779107
26985,-0.27127427
26986,-0.2982386
26987,-0.3027029
26988,-0.26569623
26989,-0.18954496
26990,-0.13038719
26991,-0.09893614
26992,-0.087764576
26993,-0.07457142
26994,-0.05792094
26995,-0.082472
26996,-0.09561802
26997,-0.11030891
26998,-0.13048606
26999,-0.15931587
27000,-0.18927556
27001,-0.14465411
27002,-0.12339363
27003,-0.1228161
27004,-0.214874
27005,-0.37565935
27006,-0.36052185
27007,-0.31470463
27008,-0.021909066
27009,0.21681987
27010,0.22644943
27011,-0.011394571
27012,-0.25482056
27013,-0.34856656
27014,-0.2916475
27015,-0.16752647
27016,-0.10261645
27017,-0.26516604
27018,-0.40763605
27019,-0.3211841
27020,-0.22257817
27021,-0.19038543
27022,-0.13963734
27023,-0.13127276
27024,-0.14393985
27025,-0.1694382
27026,-0.17795032
27027,-0.15138091
27028,-0.13903034
27029,-0.12925942
27030,-0.10380516
27031,-0.055459645
27032,-0.003366282
27033,0.007073603
27034,0.036153506
27035,0.029858502
27036,0.0018924405
27037,-0.028166065
27038,-0.035830654
27039,0.017145008
27040,0.01348476
27041,0.037679415
27042,0.0334918129999999
27043,-0.020711444
27044,-0.05856
27045,-0.10283339
27046,-0.21651745
27047,-0.2882961
27048,-0.2965887
27049,-0.27608228
27050,-0.27849713
27051,-0.21299873
27052,-0.18410726
27053,-0.091197684
27054,0.039398078
27055,0.057431206
27056,-0.17319292
27057,-0.03861465
27058,0.0086681945
27059,-0.24884275
27060,-0.6092904
27061,-0.3886163
27062,-0.4147745
27063,-0.7352009
27064,-0.83312887
27065,-0.7532418000000001
27066,-0.7665434
27067,-1.1005987
27068,-1.0065954
27069,-0.9091944
27070,-0.8964867
27071,-0.9381823
27072,-0.9376334
27073,-0.8438543
27074,-0.7848533000000001
27075,-0.79639935
27076,-0.7476425
27077,-0.60093784
27078,-0.46649688
27079,-0.4463752
27080,-0.39456713
27081,-0.010314616
27082,0.29882985
27083,0.2605084
27084,0.37481424
27085,0.49390173
27086,0.560934
27087,0.5707456999999999
27088,0.5272382
27089,0.4382715999999999
27090,0.3038587
27091,0.17056252
27092,0.05166793
27093,-0.068279564
27094,-0.19932722
27095,-0.3404727
27096,-0.47531953
27097,-0.592449
27098,-0.6876439999999999
27099,-0.7637592
27100,-0.8217724000000001
27101,-0.85634583
27102,-0.887739
27103,-0.9171977
27104,-0.941684
27105,-0.9612051
27106,-0.9759399
27107,-0.981574
27108,-0.98567945
27109,-0.9840642
27110,-0.97579324
27111,-0.9604256
27112,-0.93853027
27113,-0.9151836
27114,-0.8839836999999999
27115,-0.8496159
27116,-0.81568456
27117,-0.7846911
27118,-0.75723505
27119,-0.7274549
27120,-0.69368386
27121,-0.6615342
27122,-0.6314321999999999
27123,-0.6037887
27124,-0.58366233
27125,-0.5631456
27126,-0.54170084
27127,-0.51930416
27128,-0.4992135999999999
27129,-0.48563007
27130,-0.47838625
27131,-0.47591582
27132,-0.47756588
27133,-0.48098198
27134,-0.4851573
27135,-0.4910182
27136,-0.5002754
27137,-0.5085062
27138,-0.5068057
27139,-0.496825
27140,-0.48031855
27141,-0.453352
27142,-0.4171017
27143,-0.37807304
27144,-0.3334119
27145,-0.2870097
27146,-0.24677935
27147,-0.22088629
27148,-0.19603567
27149,-0.17755133
27150,-0.16596997
27151,-0.1600741
27152,-0.15768367
27153,-0.16383876
27154,-0.17230362
27155,-0.18585733
27156,-0.20470129
27157,-0.22717924
27158,-0.2566575
27159,-0.29358476
27160,-0.32884377
27161,-0.36326477
27162,-0.398068
27163,-0.42794463
27164,-0.45782506
27165,-0.48712555
27166,-0.5160047999999999
27167,-0.5433720000000001
27168,-0.5673159999999999
27169,-0.5920146
27170,-0.61375433
27171,-0.63486713
27172,-0.65209764
27173,-0.6627938
27174,-0.6731511
27175,-0.6746649
27176,-0.67072123
27177,-0.6620961999999999
27178,-0.6506435
27179,-0.63934046
27180,-0.6222108000000001
27181,-0.60635453
27182,-0.5924221
27183,-0.58023244
27184,-0.56917685
27185,-0.55881935
27186,-0.5556328
27187,-0.5567382
27188,-0.5588098000000001
27189,-0.56117034
27190,-0.5675439999999999
27191,-0.58364135
27192,-0.59372
27193,-0.60170966
27194,-0.60745937
27195,-0.60902935
27196,-0.6058091
27197,-0.59617436
27198,-0.58202857
27199,-0.5655078
27200,-0.5502524999999999
27201,-0.5395765
27202,-0.5266986
27203,-0.5141716
27204,-0.5030273000000001
27205,-0.492925
27206,-0.4839353
27207,-0.47712335
27208,-0.47148857
27209,-0.46487215
27210,-0.45730597
27211,-0.45003697
27212,-0.44477427
27213,-0.44316417
27214,-0.43729314
27215,-0.4297475000000001
27216,-0.41931766
27217,-0.40683973
27218,-0.39395672
27219,-0.37785938
27220,-0.36719203
27221,-0.35657609
27222,-0.3474309
27223,-0.3413487
27224,-0.33851087
27225,-0.33529097
27226,-0.33982393
27227,-0.336303
27228,-0.3235586
27229,-0.3061713
27230,-0.29007393
27231,-0.28311574
27232,-0.2756495
27233,-0.25441778
27234,-0.22304691
27235,-0.19799185
27236,-0.2076515
27237,-0.23034157
27238,-0.22311667
27239,-0.20299393
27240,-0.19276468
27241,-0.20808944
27242,-0.22378603
27243,-0.20199361
27244,-0.15303315
27245,-0.09459461
27246,-0.0377461
27247,0.022411425
27248,0.098078676
27249,0.17407432
27250,0.25321153
27251,0.3301302
27252,0.40153277
27253,0.48202986
27254,0.55372274
27255,0.621991
27256,0.6784324
27257,0.71845335
27258,0.7413927
27259,0.74260014
27260,0.71165925
27261,0.6665906
27262,0.60942674
27263,0.54100776
27264,0.46374065
27265,0.3764013
27266,0.2867412
27267,0.19462036
27268,0.10027785
27269,0.005767539
27270,-0.083179735
27271,-0.16505486
27272,-0.25166938
27273,-0.33937603
27274,-0.42086896
27275,-0.48832825
27276,-0.537834
27277,-0.571551
27278,-0.5899418000000001
27279,-0.5890778
27280,-0.5675454000000001
27281,-0.527115
27282,-0.46594507
27283,-0.3934872
27284,-0.30260184
27285,-0.19553366
27286,-0.08102366
27287,0.02684
27288,0.0928476
27289,0.13001087
27290,0.13601598
27291,0.12241284
27292,0.10488461
27293,0.0883827059999999
27294,0.0786733
27295,0.08838276
27296,0.11766307
27297,0.14193176
27298,0.12534893
27299,0.09114205
27300,0.24427746
27301,0.39433408
27302,0.5184708
27303,0.59963226
27304,0.5558969
27305,-0.6146541
27306,1.1807544
27307,0.9865735
27308,-0.16319092
27309,0.012194849
27310,0.26854524
27311,-0.051466353
27312,-0.24066503
27313,0.012026035
27314,-0.053978775
27315,-1.2531925
27316,-0.66268414
27317,-2.2957366
27318,-0.8370099
27319,0.64747965
27320,0.27248737
27321,-0.68487674
27322,-1.4788787
27323,-1.8604071
27324,-1.8861853
27325,-1.3551847
27326,-0.29104245
27327,0.67691314
27328,1.24666
27329,1.5247064
27330,1.327808
27331,0.79341847
27332,0.21576998
27333,-0.24874718
27334,-0.38479298
27335,-0.36063808
27336,-0.23793748
27337,0.027470017
27338,0.5362920999999999
27339,0.7601441
27340,0.630419
27341,0.3785448
27342,0.17584841
27343,0.11641376
27344,0.10844564
27345,0.013505822
27346,-0.072292276
27347,-0.13091965
27348,-0.1591079
27349,-0.16266218
27350,-0.14951648
27351,-0.123943694
27352,-0.068688884
27353,-0.0156845839999999
27354,-0.005577405
27355,-0.01115379
27356,-0.0020317016
27357,0.012221416
27358,0.019191284
27359,0.01825426
27360,0.027816
27361,0.024628753
27362,-0.023323452
27363,-0.09522211
27364,-0.18490249
27365,-0.28908148
27366,-0.35918462
27367,-0.41848958
27368,-0.4247292
27369,-0.3959351
27370,-0.35451013
27371,-0.3019272999999999
27372,-0.21166182
27373,-0.13237956
27374,-0.085748196
27375,-0.078536026
27376,-0.0985657
27377,-0.06589642
27378,-0.09655374
27379,-0.12916835
27380,-0.14462723
27381,-0.15407437
27382,-0.21740617
27383,-0.27544641
27384,-0.32108474
27385,-0.37078393
27386,-0.45054176
27387,-0.56369513
27388,-0.43408117
27389,-0.17464171
27390,0.20695007
27391,0.3036182
27392,-0.018487744
27393,-0.27633268
27394,-0.36407253
27395,-0.23190102
27396,-0.14547433
27397,-0.13068251
27398,-0.12629865
27399,-0.16774935
27400,-0.08035572
27401,-0.07077185
27402,-0.07101087
27403,-0.06685935
27404,-0.09611957
27405,-0.14965577
27406,-0.07708716
27407,-0.07303103
27408,-0.113009565
27409,-0.14188561
27410,-0.12525997
27411,-0.09507742
27412,-0.0711973
27413,-0.05876575
27414,-0.040816437
27415,-0.0152570065
27416,-0.034175817
27417,-0.0036452413
27418,-0.0013128555
27419,-0.005498655
27420,0.00552986
27421,0.036821052
27422,0.030784542
